Time (s),Velocity (rad/s),Voltage (V)
17.228538751602173,0.0,10.0
17.2484610080719,0.0,10.0
17.26952600479126,0.0,10.0
17.28950023651123,0.0,10.0
17.30938220024109,0.0,10.0
17.329506874084473,0.0,10.0
17.35051989555359,0.0,10.0
17.370560884475708,0.0,10.0
17.390449285507202,0.0,10.0
17.411437273025513,0.0,10.0
17.43148446083069,0.0,10.0
17.451346397399902,0.0,10.0
17.471593618392944,0.0,10.0
17.492411136627197,0.0,10.0
17.512625455856323,0.0,10.0
17.533401012420654,0.0,10.0
17.553329706192017,0.0,10.0
17.57347536087036,0.0,10.0
17.593518495559692,0.0,10.0
17.61435556411743,0.0,10.0
17.6344256401062,0.0,10.0
17.65456223487854,0.0,10.0
17.67481017112732,0.0,10.0
17.695695161819458,0.0,10.0
17.715389490127563,0.0,10.0
17.73550844192505,0.0,10.0
17.75644850730896,0.0,10.0
17.77655529975891,0.0,10.0
17.796375036239624,0.0,10.0
17.81664776802063,0.0,10.0
17.837621212005615,0.0,10.0
17.857571125030518,0.0,10.0
17.877458095550537,0.0,10.0
17.89841318130493,0.0,10.0
17.9185471534729,0.0,10.0
17.93861150741577,0.0,10.0
17.95839834213257,0.0,10.0
17.97930097579956,0.0,10.0
17.999455451965332,0.0,10.0
18.019660711288452,0.0,10.0
18.040549278259277,0.0,10.0
18.06055212020874,0.0,10.0
18.080623149871826,0.0,10.0
18.101515293121338,0.0,10.0
18.121569633483887,0.0,10.0
18.14157509803772,0.0,10.0
18.16166090965271,0.0,10.0
18.18248963356018,0.0,10.0
18.2026104927063,0.0,10.0
18.222590684890747,0.0,10.0
18.243425607681274,0.0,10.0
18.263585090637207,0.0,10.0
18.283375024795532,0.0,10.0
18.303544282913208,0.0,10.0
18.32437753677368,0.0,10.0
18.344608545303345,0.0,10.0
18.36468529701233,0.0,10.0
18.38553810119629,0.0,10.0
18.405414581298828,0.0,10.0
18.425363540649414,0.0,10.0
18.446338415145874,0.0,10.0
18.466288805007935,0.0,10.0
18.486501693725586,0.0,10.0
18.506632566452026,0.0,10.0
18.52730631828308,0.0,10.0
18.54740333557129,0.0,10.0
18.56731653213501,0.0,10.0
18.58838725090027,0.0,10.0
18.623353242874146,0.0,10.0
18.62841558456421,0.0,10.0
18.64861011505127,0.0,10.0
18.669399976730347,0.0,10.0
18.689555406570435,0.0,10.0
18.709470510482788,0.0,10.0
18.730592966079712,0.0,10.0
18.7505521774292,0.0,10.0
18.770629405975342,0.0,10.0
18.791491508483887,0.0,10.0
18.811437129974365,0.0,10.0
18.831665754318237,0.0,10.0
18.85157871246338,0.0,10.0
18.872493505477905,0.0,10.0
18.892645597457886,0.0,10.0
18.912479162216187,0.0,10.0
18.933388710021973,0.0,10.0
18.953344345092773,0.0,10.0
18.973284482955933,0.0,10.0
18.993430376052856,0.0,10.0
19.029451370239258,0.0,10.0
19.034544944763184,0.0,10.0
19.054600477218628,0.0,10.0
19.075478076934814,0.0,10.0
19.095545291900635,0.0,10.0
19.115611791610718,0.0,10.0
19.1364905834198,0.0,10.0
19.156301259994507,0.0,10.0
19.17635989189148,0.0,10.0
19.196584701538086,0.0,10.0
19.232375621795654,0.0,10.0
19.237531185150146,0.0,10.0
19.257495641708374,0.0,10.0
19.278356313705444,0.0,10.0
19.29842209815979,0.0,10.0
19.318382263183594,0.0,10.0
19.339508295059204,0.0,10.0
19.359501361846924,0.0,10.0
19.379474639892578,0.0,10.0
19.399373531341553,0.0,10.0
19.4353985786438,0.0,10.0
19.44031834602356,0.0,10.0
19.460476875305176,0.0,10.0
19.48054265975952,0.0,10.0
19.5013530254364,0.0,10.0
19.52144455909729,0.0,10.0
19.54136610031128,0.0,10.0
19.562355041503906,0.0,10.0
19.582497119903564,0.0,10.0
19.602502584457397,0.0,10.0
19.623295545578003,0.0,10.0
19.643414974212646,0.0,10.0
19.663763761520386,0.0,10.0
19.683568000793457,0.0,10.0
19.70449662208557,0.0,10.0
19.724590301513672,0.0,10.0
19.74451231956482,0.0,10.0
19.76552963256836,0.0,10.0
19.785430192947388,0.0,10.0
19.805440664291382,0.0,10.0
19.825530767440796,0.0,10.0
19.84643530845642,0.0,10.0
19.866547107696533,0.0,10.0
19.886715173721313,0.0,10.0
19.907470226287842,0.0,10.0
19.927539110183716,0.0,10.0
19.947271823883057,0.0,10.0
19.968395948410034,0.0,10.0
19.98842740058899,0.0,10.0
