Timestamp,Value
9.512901306152344e-05,0.0
0.0003647804260253906,13.09
0.0004527568817138672,0.0
0.0005846023559570312,0.0
0.0006558895111083984,0.0
0.0007214546203613281,0.0
0.0007863044738769531,0.0
0.0008571147918701172,0.0
0.0009217262268066406,0.0
0.000993490219116211,13.09
0.0010614395141601562,0.0
0.0011265277862548828,0.0
0.0011954307556152344,0.0
0.0012617111206054688,0.0
0.0013206005096435547,0.0
0.0013804435729980469,0.0
0.0014388561248779297,0.0
0.0015444755554199219,0.0
0.0016050338745117188,0.0
0.0016825199127197266,0.0
0.0017423629760742188,0.0
0.0018010139465332031,0.0
0.0018596649169921875,0.0
0.0019266605377197266,0.0
0.001985311508178711,0.0
0.0020453929901123047,0.0
0.0021047592163085938,0.0
0.0021631717681884766,0.0
0.0022215843200683594,0.0
0.0022792816162109375,0.0
0.0023376941680908203,0.0
0.0023958683013916016,0.0
0.0024542808532714844,0.0
0.002529144287109375,0.0
0.0026407241821289062,0.0
0.002709627151489258,0.0
0.0027761459350585938,0.0
0.002858877182006836,0.0
0.002926349639892578,0.0
0.002985715866088867,0.0
0.003045320510864258,0.0
0.0031251907348632812,0.0
0.0031850337982177734,0.0
0.0032494068145751953,0.0
0.003315448760986328,0.0
0.003383636474609375,0.0
0.003457784652709961,0.0
0.0035369396209716797,0.0
0.0036046504974365234,0.0
0.0036706924438476562,0.0
0.0037622451782226562,0.0
0.0038270950317382812,0.0
0.003899812698364258,0.0
0.0039637088775634766,0.0
0.004027843475341797,0.0
0.0040929317474365234,0.0
0.004161834716796875,0.0
0.004230976104736328,0.0
0.00429534912109375,0.0
0.004366397857666016,0.0
0.004441261291503906,0.0
0.004523038864135742,0.0
0.0045964717864990234,0.0
0.004669189453125,0.0
0.00474095344543457,0.0
0.004808902740478516,0.0
0.0048792362213134766,0.0
0.004950284957885742,0.0
0.005023479461669922,0.0
0.0050945281982421875,0.0
0.005166292190551758,0.0
0.00523686408996582,0.0
0.005315542221069336,0.0
0.005395412445068359,0.0
0.0054819583892822266,0.0
0.005593538284301758,0.0
0.005680561065673828,0.0
0.005764484405517578,0.0
0.005843162536621094,0.0
0.0059223175048828125,0.0
0.006001472473144531,0.0
0.006080150604248047,0.0
0.0061681270599365234,0.0
0.006245613098144531,0.0
0.006318092346191406,0.0
0.0063893795013427734,0.0
0.006461381912231445,0.0
0.006542682647705078,0.0
0.0066165924072265625,0.0
0.00668787956237793,0.0
0.0067594051361083984,0.0
0.006830453872680664,0.0
0.006901264190673828,0.0
0.006972074508666992,0.0
0.007044076919555664,0.0
0.0071146488189697266,0.0
0.007186174392700195,0.0
0.007256507873535156,0.0
0.007330894470214844,0.0
0.0074100494384765625,0.0
0.00780034065246582,0.0
0.017815113067626953,0.0
0.027988195419311523,0.0
0.037847280502319336,13.09
0.04815983772277832,0.0
0.0580296516418457,0.0
0.06793904304504395,13.09
0.07841181755065918,0.0
0.08797001838684082,0.0
0.09825396537780762,13.09
0.10791993141174316,0.0
0.11812710762023926,13.09
0.1278393268585205,13.09
0.1378803253173828,13.09
0.14792323112487793,0.0
0.15791821479797363,13.09
0.16818618774414062,13.09
0.17802858352661133,13.09
0.18808603286743164,13.09
0.19789791107177734,13.09
0.20791912078857422,26.18
0.21808743476867676,13.09
0.22795677185058594,13.09
0.2380506992340088,26.18
0.24803662300109863,13.09
0.2580437660217285,26.18
0.2679743766784668,26.18
0.27812623977661133,13.09
0.2881941795349121,26.18
0.29813146591186523,26.18
0.30800700187683105,26.18
0.31800079345703125,26.18
0.3282167911529541,26.18
0.33803772926330566,39.27
0.3479807376861572,26.18
0.35808849334716797,26.18
0.3683488368988037,26.18
0.37816500663757324,39.27
0.38812732696533203,26.18
0.39807844161987305,39.27
0.40810728073120117,26.18
0.4179089069366455,39.27
0.42815613746643066,26.18
0.4380917549133301,39.27
0.44817447662353516,39.27
0.4581284523010254,39.27
0.4681367874145508,26.18
0.478116512298584,52.36
0.48816871643066406,39.27
0.4981215000152588,39.27
0.5082414150238037,39.27
0.5181350708007812,52.36
0.5281112194061279,39.27
0.538118839263916,52.36
0.5482184886932373,39.27
0.5581421852111816,52.36
0.5681607723236084,39.27
0.5781891345977783,52.36
0.5880987644195557,39.27
0.5980980396270752,52.36
0.6081521511077881,52.36
0.6180570125579834,52.36
0.628056526184082,52.36
0.6381137371063232,52.36
0.6481075286865234,65.45
0.6581799983978271,52.36
0.6680634021759033,52.36
0.6781694889068604,52.36
0.6881875991821289,52.36
0.6981642246246338,65.45
0.7082133293151855,52.36
0.7181711196899414,65.45
0.7281019687652588,52.36
0.7381782531738281,65.45
0.7481765747070312,65.45
0.7581291198730469,65.45
0.7680826187133789,65.45
0.7782464027404785,65.45
0.7882692813873291,65.45
0.7981719970703125,65.45
0.8081188201904297,65.45
0.818211555480957,52.36
0.828108549118042,78.54
0.8382222652435303,78.54
0.8481895923614502,65.45
0.8582425117492676,78.54
0.8681285381317139,65.45
0.8782665729522705,65.45
0.8882863521575928,78.54
0.8982107639312744,65.45
0.9081540107727051,78.54
0.9181828498840332,78.54
0.9281938076019287,78.54
0.938215970993042,78.54
0.9481770992279053,78.54
0.9582037925720215,78.54
0.9681849479675293,78.54
0.9782400131225586,78.54
0.988292932510376,78.54
0.998267650604248,78.54
1.008253812789917,91.63
1.0182163715362549,91.63
1.028294563293457,78.54
1.0382871627807617,78.54
1.0484070777893066,78.54
1.058314323425293,91.63
1.0683271884918213,91.63
1.0783491134643555,91.63
1.088257074356079,91.63
1.0982677936553955,91.63
1.1082687377929688,78.54
1.1181693077087402,91.63
1.1283507347106934,91.63
1.1382806301116943,91.63
1.1482830047607422,104.72
1.158282995223999,91.63
1.168229341506958,91.63
1.178328037261963,91.63
1.1883115768432617,91.63
1.1983311176300049,104.72
1.2083027362823486,104.72
1.2182517051696777,91.63
1.228346347808838,104.72
1.2383263111114502,91.63
1.248356819152832,104.72
1.2583515644073486,91.63
1.2682995796203613,104.72
1.278383493423462,117.81
1.2883667945861816,104.72
1.2983832359313965,91.63
1.3084349632263184,104.72
1.3182566165924072,104.72
1.3283939361572266,117.81
1.3384015560150146,104.72
1.3484115600585938,117.81
1.3583993911743164,104.72
1.3683018684387207,104.72
1.378845453262329,104.72
1.388458490371704,117.81
1.3984289169311523,117.81
1.408348798751831,104.72
1.4182994365692139,117.81
1.4288091659545898,104.72
1.4384241104125977,117.81
1.4483962059020996,117.81
1.4584457874298096,130.9
1.468346357345581,104.72
1.4783909320831299,117.81
1.4884355068206787,117.81
1.4984302520751953,130.9
1.508432388305664,117.81
1.5183286666870117,117.81
1.528446912765503,117.81
1.5384290218353271,130.9
1.54844069480896,117.81
1.558441162109375,130.9
1.568453311920166,130.9
1.578381061553955,117.81
1.588529348373413,117.81
1.598536491394043,130.9
1.6085004806518555,130.9
1.618429183959961,130.9
1.6285533905029297,117.81
1.6385445594787598,130.9
1.648559808731079,130.9
1.658552646636963,143.99
1.6684596538543701,117.81
1.67856764793396,130.9
1.6885159015655518,130.9
1.6985702514648438,130.9
1.7085192203521729,143.99
1.718437671661377,130.9
1.7284672260284424,130.9
1.7384097576141357,130.9
1.748476505279541,130.9
1.758542776107788,143.99
1.7685065269470215,130.9
1.7785959243774414,130.9
1.7885968685150146,143.99
1.7987301349639893,130.9
1.8085339069366455,143.99
1.8184967041015625,130.9
1.8285479545593262,143.99
1.838460922241211,143.99
1.8485774993896484,143.99
1.858609914779663,130.9
1.8686127662658691,143.99
1.8786649703979492,143.99
1.8886020183563232,143.99
1.8986001014709473,130.9
1.908553123474121,143.99
1.9184937477111816,143.99
1.928628921508789,157.08
1.9385654926300049,143.99
1.948653221130371,143.99
1.958643913269043,143.99
1.9687175750732422,143.99
1.978668212890625,157.08
1.988684892654419,143.99
1.9986448287963867,143.99
2.0085551738739014,157.08
2.01851487159729,157.08
2.028563976287842,143.99
2.038640022277832,157.08
2.0488975048065186,157.08
2.0586650371551514,157.08
2.068666458129883,143.99
2.078608989715576,157.08
2.0886614322662354,143.99
2.0986475944519043,170.17
2.108605146408081,157.08
2.1185169219970703,143.99
2.128549814224243,170.17
2.1386561393737793,157.08
2.148615598678589,157.08
2.158656597137451,157.08
2.1685755252838135,170.17
2.1787593364715576,157.08
2.1886661052703857,157.08
2.198707103729248,170.17
2.208606481552124,157.08
2.218578815460205,170.17
2.2286741733551025,157.08
2.2386186122894287,157.08
2.2487502098083496,183.26
2.258652448654175,170.17
2.2686123847961426,157.08
2.278857946395874,170.17
2.2887234687805176,170.17
2.2987823486328125,170.17
2.308720588684082,157.08
2.3186511993408203,170.17
2.328638792037964,183.26
2.338707208633423,170.17
2.3487510681152344,157.08
2.358745574951172,183.26
2.3687710762023926,170.17
2.378688335418701,170.17
2.3887875080108643,170.17
2.398768901824951,183.26
2.4087510108947754,183.26
2.4186654090881348,170.17
2.428666591644287,170.17
2.438694715499878,183.26
2.4487316608428955,170.17
2.4587595462799072,183.26
2.4686341285705566,183.26
2.478769302368164,183.26
2.488759756088257,170.17
2.4987432956695557,170.17
2.5087661743164062,196.35
2.5187184810638428,170.17
2.528700113296509,183.26
2.538771390914917,183.26
2.5488107204437256,196.35
2.558772563934326,170.17
2.5687062740325928,196.35
2.578857183456421,183.26
2.588782787322998,183.26
2.598924160003662,183.26
2.6088335514068604,196.35
2.6187148094177246,183.26
2.6287598609924316,183.26
2.63873553276062,183.26
2.648819923400879,196.35
2.6588752269744873,183.26
2.668802261352539,196.35
2.679053544998169,196.35
2.6889100074768066,183.26
2.698838472366333,183.26
2.7087767124176025,196.35
2.7187869548797607,196.35
2.7287395000457764,196.35
2.7387068271636963,196.35
2.748793363571167,196.35
2.758788824081421,183.26
2.768904685974121,196.35
2.7787704467773438,196.35
2.788832187652588,196.35
2.7987799644470215,196.35
2.8088839054107666,209.44
2.8188366889953613,183.26
2.828856945037842,196.35
2.838923454284668,209.44
